Systematic Name,Standard Name,complex,term_link,gene_link
YPR019W,MCM4,MCM complex,<a href='https://www.yeastgenome.org/go/GO:0042555' target='_blank'>MCM complex</a>,<a href='https://www.yeastgenome.org/locus/YPR019W/go' target='_blank'>YPR019W</a>
YPR019W,MCM4,MCM core complex,<a href='https://www.yeastgenome.org/go/GO:0097373' target='_blank'>MCM core complex</a>,<a href='https://www.yeastgenome.org/locus/YPR019W/go' target='_blank'>YPR019W</a>
YPR019W,MCM4,nuclear pre-replicative complex,<a href='https://www.yeastgenome.org/go/GO:0005656' target='_blank'>nuclear pre-replicative complex</a>,<a href='https://www.yeastgenome.org/locus/YPR019W/go' target='_blank'>YPR019W</a>
YPR019W,MCM4,replication fork protection complex,<a href='https://www.yeastgenome.org/go/GO:0031298' target='_blank'>replication fork protection complex</a>,<a href='https://www.yeastgenome.org/locus/YPR019W/go' target='_blank'>YPR019W</a>
YJR014W,TMA22,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YJR014W/go' target='_blank'>YJR014W</a>
YJR014W,TMA22,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YJR014W/go' target='_blank'>YJR014W</a>
YGR109W-A,,P-body,<a href='https://www.yeastgenome.org/go/GO:0000932' target='_blank'>P-body</a>,<a href='https://www.yeastgenome.org/locus/YGR109W-A/go' target='_blank'>YGR109W-A</a>
YGR109W-A,,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YGR109W-A/go' target='_blank'>YGR109W-A</a>
YKL032C,IXR1,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YKL032C/go' target='_blank'>YKL032C</a>
YKL032C,IXR1,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YKL032C/go' target='_blank'>YKL032C</a>
YFL036W,RPO41,mitochondrial DNA-directed RNA polymerase complex,<a href='https://www.yeastgenome.org/go/GO:0034245' target='_blank'>mitochondrial DNA-directed RNA polymerase complex</a>,<a href='https://www.yeastgenome.org/locus/YFL036W/go' target='_blank'>YFL036W</a>
YHR099W,TRA1,ASTRA complex,<a href='https://www.yeastgenome.org/go/GO:0070209' target='_blank'>ASTRA complex</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,NuA4 histone acetyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0035267' target='_blank'>NuA4 histone acetyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,SAGA complex,<a href='https://www.yeastgenome.org/go/GO:0000124' target='_blank'>SAGA complex</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,SLIK (SAGA-like) complex,<a href='https://www.yeastgenome.org/go/GO:0046695' target='_blank'>SLIK (SAGA-like) complex</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,histone acetyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0000123' target='_blank'>histone acetyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YHR099W,TRA1,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YHR099W/go' target='_blank'>YHR099W</a>
YDR416W,SYF1,Prp19 complex,<a href='https://www.yeastgenome.org/go/GO:0000974' target='_blank'>Prp19 complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,U2-type catalytic step 1 spliceosome,<a href='https://www.yeastgenome.org/go/GO:0071006' target='_blank'>U2-type catalytic step 1 spliceosome</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,U2-type catalytic step 2 spliceosome,<a href='https://www.yeastgenome.org/go/GO:0071007' target='_blank'>U2-type catalytic step 2 spliceosome</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,U2-type post-mRNA release spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0071008' target='_blank'>U2-type post-mRNA release spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,U2-type prespliceosome,<a href='https://www.yeastgenome.org/go/GO:0071004' target='_blank'>U2-type prespliceosome</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,U2-type spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005684' target='_blank'>U2-type spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,post-mRNA release spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0071014' target='_blank'>post-mRNA release spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YDR416W,SYF1,spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005681' target='_blank'>spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR416W/go' target='_blank'>YDR416W</a>
YHR069C,RRP4,cytoplasmic exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000177' target='_blank'>cytoplasmic exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YHR069C/go' target='_blank'>YHR069C</a>
YHR069C,RRP4,exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000178' target='_blank'>exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YHR069C/go' target='_blank'>YHR069C</a>
YHR069C,RRP4,nuclear exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000176' target='_blank'>nuclear exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YHR069C/go' target='_blank'>YHR069C</a>
YGL103W,RPL28,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,"preribosome, large subunit precursor","<a href='https://www.yeastgenome.org/go/GO:0030687' target='_blank'>preribosome, large subunit precursor</a>",<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YGL103W,RPL28,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YGL103W/go' target='_blank'>YGL103W</a>
YPR133W-A,TOM5,mitochondrial outer membrane translocase complex,<a href='https://www.yeastgenome.org/go/GO:0005742' target='_blank'>mitochondrial outer membrane translocase complex</a>,<a href='https://www.yeastgenome.org/locus/YPR133W-A/go' target='_blank'>YPR133W-A</a>
YPR070W,MED1,"DNA-directed RNA polymerase II, holoenzyme","<a href='https://www.yeastgenome.org/go/GO:0016591' target='_blank'>DNA-directed RNA polymerase II, holoenzyme</a>",<a href='https://www.yeastgenome.org/locus/YPR070W/go' target='_blank'>YPR070W</a>
YPR070W,MED1,RNA polymerase II transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0090575' target='_blank'>RNA polymerase II transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YPR070W/go' target='_blank'>YPR070W</a>
YPR070W,MED1,core mediator complex,<a href='https://www.yeastgenome.org/go/GO:0070847' target='_blank'>core mediator complex</a>,<a href='https://www.yeastgenome.org/locus/YPR070W/go' target='_blank'>YPR070W</a>
YPR070W,MED1,transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0005667' target='_blank'>transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YPR070W/go' target='_blank'>YPR070W</a>
YOL138C,RTC1,Seh1-associated complex,<a href='https://www.yeastgenome.org/go/GO:0035859' target='_blank'>Seh1-associated complex</a>,<a href='https://www.yeastgenome.org/locus/YOL138C/go' target='_blank'>YOL138C</a>
YOL138C,RTC1,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YOL138C/go' target='_blank'>YOL138C</a>
YOL138C,RTC1,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YOL138C/go' target='_blank'>YOL138C</a>
YKL222C,,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YKL222C/go' target='_blank'>YKL222C</a>
YKL222C,,mitotic spindle,<a href='https://www.yeastgenome.org/go/GO:0072686' target='_blank'>mitotic spindle</a>,<a href='https://www.yeastgenome.org/locus/YKL222C/go' target='_blank'>YKL222C</a>
YKL222C,,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YKL222C/go' target='_blank'>YKL222C</a>
YKL222C,,spindle,<a href='https://www.yeastgenome.org/go/GO:0005819' target='_blank'>spindle</a>,<a href='https://www.yeastgenome.org/locus/YKL222C/go' target='_blank'>YKL222C</a>
YNL008C,ASI3,Asi complex,<a href='https://www.yeastgenome.org/go/GO:0097658' target='_blank'>Asi complex</a>,<a href='https://www.yeastgenome.org/locus/YNL008C/go' target='_blank'>YNL008C</a>
YNL008C,ASI3,ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0000151' target='_blank'>ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YNL008C/go' target='_blank'>YNL008C</a>
YLR383W,SMC6,Smc5-Smc6 complex,<a href='https://www.yeastgenome.org/go/GO:0030915' target='_blank'>Smc5-Smc6 complex</a>,<a href='https://www.yeastgenome.org/locus/YLR383W/go' target='_blank'>YLR383W</a>
YKL089W,MIF2,"chromosome, centromeric region","<a href='https://www.yeastgenome.org/go/GO:0000775' target='_blank'>chromosome, centromeric region</a>",<a href='https://www.yeastgenome.org/locus/YKL089W/go' target='_blank'>YKL089W</a>
YKL089W,MIF2,condensed nuclear chromosome kinetochore,<a href='https://www.yeastgenome.org/go/GO:0000778' target='_blank'>condensed nuclear chromosome kinetochore</a>,<a href='https://www.yeastgenome.org/locus/YKL089W/go' target='_blank'>YKL089W</a>
YKL089W,MIF2,"condensed nuclear chromosome, centromeric region","<a href='https://www.yeastgenome.org/go/GO:0000780' target='_blank'>condensed nuclear chromosome, centromeric region</a>",<a href='https://www.yeastgenome.org/locus/YKL089W/go' target='_blank'>YKL089W</a>
YKL089W,MIF2,kinetochore,<a href='https://www.yeastgenome.org/go/GO:0000776' target='_blank'>kinetochore</a>,<a href='https://www.yeastgenome.org/locus/YKL089W/go' target='_blank'>YKL089W</a>
YKL089W,MIF2,nuclear MIS12/MIND complex,<a href='https://www.yeastgenome.org/go/GO:0000818' target='_blank'>nuclear MIS12/MIND complex</a>,<a href='https://www.yeastgenome.org/locus/YKL089W/go' target='_blank'>YKL089W</a>
YHR023W,MYO1,myosin II complex,<a href='https://www.yeastgenome.org/go/GO:0016460' target='_blank'>myosin II complex</a>,<a href='https://www.yeastgenome.org/locus/YHR023W/go' target='_blank'>YHR023W</a>
YGL213C,SKI8,Ski complex,<a href='https://www.yeastgenome.org/go/GO:0055087' target='_blank'>Ski complex</a>,<a href='https://www.yeastgenome.org/locus/YGL213C/go' target='_blank'>YGL213C</a>
YDL003W,MCD1,nuclear cohesin complex,<a href='https://www.yeastgenome.org/go/GO:0000798' target='_blank'>nuclear cohesin complex</a>,<a href='https://www.yeastgenome.org/locus/YDL003W/go' target='_blank'>YDL003W</a>
YDL003W,MCD1,nuclear mitotic cohesin complex,<a href='https://www.yeastgenome.org/go/GO:0034990' target='_blank'>nuclear mitotic cohesin complex</a>,<a href='https://www.yeastgenome.org/locus/YDL003W/go' target='_blank'>YDL003W</a>
YMR237W,BCH1,exomer complex,<a href='https://www.yeastgenome.org/go/GO:0034044' target='_blank'>exomer complex</a>,<a href='https://www.yeastgenome.org/locus/YMR237W/go' target='_blank'>YMR237W</a>
YMR237W,BCH1,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YMR237W/go' target='_blank'>YMR237W</a>
YMR237W,BCH1,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YMR237W/go' target='_blank'>YMR237W</a>
YDR337W,MRPS28,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDR337W/go' target='_blank'>YDR337W</a>
YDR337W,MRPS28,mitochondrial ribosome,<a href='https://www.yeastgenome.org/go/GO:0005761' target='_blank'>mitochondrial ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR337W/go' target='_blank'>YDR337W</a>
YDR337W,MRPS28,mitochondrial small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0005763' target='_blank'>mitochondrial small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDR337W/go' target='_blank'>YDR337W</a>
YDR337W,MRPS28,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR337W/go' target='_blank'>YDR337W</a>
YDR337W,MRPS28,small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015935' target='_blank'>small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDR337W/go' target='_blank'>YDR337W</a>
YNL330C,RPD3,Rpd3L complex,<a href='https://www.yeastgenome.org/go/GO:0033698' target='_blank'>Rpd3L complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,Rpd3L-Expanded complex,<a href='https://www.yeastgenome.org/go/GO:0070210' target='_blank'>Rpd3L-Expanded complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,Rpd3S complex,<a href='https://www.yeastgenome.org/go/GO:0032221' target='_blank'>Rpd3S complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,Sin3-type complex,<a href='https://www.yeastgenome.org/go/GO:0070822' target='_blank'>Sin3-type complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,Snt2C complex,<a href='https://www.yeastgenome.org/go/GO:0070211' target='_blank'>Snt2C complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,histone deacetylase complex,<a href='https://www.yeastgenome.org/go/GO:0000118' target='_blank'>histone deacetylase complex</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL330C,RPD3,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YNL330C/go' target='_blank'>YNL330C</a>
YNL064C,YDJ1,TRC complex,<a href='https://www.yeastgenome.org/go/GO:0072380' target='_blank'>TRC complex</a>,<a href='https://www.yeastgenome.org/locus/YNL064C/go' target='_blank'>YNL064C</a>
YDL111C,RRP42,cytoplasmic exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000177' target='_blank'>cytoplasmic exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YDL111C/go' target='_blank'>YDL111C</a>
YDL111C,RRP42,exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000178' target='_blank'>exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YDL111C/go' target='_blank'>YDL111C</a>
YDL111C,RRP42,nuclear exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000176' target='_blank'>nuclear exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YDL111C/go' target='_blank'>YDL111C</a>
YDL061C,RPS29B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDL061C/go' target='_blank'>YDL061C</a>
YDL061C,RPS29B,cytosolic small ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022627' target='_blank'>cytosolic small ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDL061C/go' target='_blank'>YDL061C</a>
