Systematic Name,Standard Name,pathway,Reference,term_link,gene_link
YFR030W,MET10,sulfate assimilation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-781&redirect=T"" target=""_blank"">sulfate assimilation pathway</a>",<a href='https://www.yeastgenome.org/locus/YFR030W' target='_blank'>YFR030W</a>
YJR137C,MET5,sulfate assimilation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-781&redirect=T"" target=""_blank"">sulfate assimilation pathway</a>",<a href='https://www.yeastgenome.org/locus/YJR137C' target='_blank'>YJR137C</a>
YJL167W,ERG20,superpathway of ergosterol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000058496' target='_blank'>S000058496</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8561481' target='_blank'>8561481</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079645' target='_blank'>S000079645</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8552601' target='_blank'>8552601</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12119386' target='_blank'>12119386</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=ERGOSTEROL-SYN-PWY-1&redirect=T"" target=""_blank"">superpathway of ergosterol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJL167W' target='_blank'>YJL167W</a>
YOL086C,ADH1,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YOL086C' target='_blank'>YOL086C</a>
YMR303C,ADH2,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YMR303C' target='_blank'>YMR303C</a>
YMR083W,ADH3,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YMR083W' target='_blank'>YMR083W</a>
YGL256W,ADH4,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YGL256W' target='_blank'>YGL256W</a>
YBR145W,ADH5,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YBR145W' target='_blank'>YBR145W</a>
YOR374W,ALD4,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YOR374W' target='_blank'>YOR374W</a>
YER073W,ALD5,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YER073W' target='_blank'>YER073W</a>
YLR044C,PDC1,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YLR044C' target='_blank'>YLR044C</a>
YLR134W,PDC5,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YLR134W' target='_blank'>YLR134W</a>
YGR087C,PDC6,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YGR087C' target='_blank'>YGR087C</a>
YMR170C,ALD2,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YMR170C' target='_blank'>YMR170C</a>
YPL061W,ALD6,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YPL061W' target='_blank'>YPL061W</a>
YCL040W,GLK1,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YCL040W' target='_blank'>YCL040W</a>
YFR053C,HXK1,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YFR053C' target='_blank'>YFR053C</a>
YGL253W,HXK2,superpathway of glucose fermentation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/6985717' target='_blank'>6985717</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=GLUCFERMEN-PWY&redirect=T"" target=""_blank"">superpathway of glucose fermentation</a>",<a href='https://www.yeastgenome.org/locus/YGL253W' target='_blank'>YGL253W</a>
YPR035W,GLN1,superpathway of glutamate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8672488' target='_blank'>8672488</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057877' target='_blank'>S000057877</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-13&redirect=T"" target=""_blank"">superpathway of glutamate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPR035W' target='_blank'>YPR035W</a>
YDL066W,IDP1,superpathway of glutamate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8672488' target='_blank'>8672488</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057877' target='_blank'>S000057877</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-13&redirect=T"" target=""_blank"">superpathway of glutamate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDL066W' target='_blank'>YDL066W</a>
YLR174W,IDP2,superpathway of glutamate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8672488' target='_blank'>8672488</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057877' target='_blank'>S000057877</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-13&redirect=T"" target=""_blank"">superpathway of glutamate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR174W' target='_blank'>YLR174W</a>
YNL009W,IDP3,superpathway of glutamate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8672488' target='_blank'>8672488</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000057877' target='_blank'>S000057877</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-13&redirect=T"" target=""_blank"">superpathway of glutamate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL009W' target='_blank'>YNL009W</a>
YLR299W,ECM38,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/4144403' target='_blank'>4144403</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12702279' target='_blank'>12702279</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/5076' target='_blank'>5076</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16102596' target='_blank'>16102596</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10514563' target='_blank'>10514563</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-114&redirect=T"" target=""_blank"">superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)</a>",<a href='https://www.yeastgenome.org/locus/YLR299W' target='_blank'>YLR299W</a>
YFR044C,DUG1,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/4144403' target='_blank'>4144403</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12702279' target='_blank'>12702279</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/5076' target='_blank'>5076</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16102596' target='_blank'>16102596</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10514563' target='_blank'>10514563</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-114&redirect=T"" target=""_blank"">superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)</a>",<a href='https://www.yeastgenome.org/locus/YFR044C' target='_blank'>YFR044C</a>
YMR300C,ADE4,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR300C' target='_blank'>YMR300C</a>
YKL181W,PRS1,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL181W' target='_blank'>YKL181W</a>
YER099C,PRS2,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YER099C' target='_blank'>YER099C</a>
YHL011C,PRS3,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YHL011C' target='_blank'>YHL011C</a>
YBL068W,PRS4,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBL068W' target='_blank'>YBL068W</a>
YOL061W,PRS5,"superpathway of histidine, purine, and pyrimidine biosynthesis", ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PRPP-PWY-1&redirect=T"" target=""_blank"">superpathway of histidine, purine, and pyrimidine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOL061W' target='_blank'>YOL061W</a>
YOR155C,ISN1,superpathway of purine biosynthesis and salvage pathways, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-285&redirect=T"" target=""_blank"">superpathway of purine biosynthesis and salvage pathways</a>",<a href='https://www.yeastgenome.org/locus/YOR155C' target='_blank'>YOR155C</a>
YNL277W,MET2,superpathway of sulfur amino acid biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-821-1&redirect=T"" target=""_blank"">superpathway of sulfur amino acid biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL277W' target='_blank'>YNL277W</a>
YIL125W,KGD1,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YIL125W' target='_blank'>YIL125W</a>
YDR148C,KGD2,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YDR148C' target='_blank'>YDR148C</a>
YFL018C,LPD1,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YFL018C' target='_blank'>YFL018C</a>
YLR304C,ACO1,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YLR304C' target='_blank'>YLR304C</a>
YLR304C,ACO1,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YLR304C' target='_blank'>YLR304C</a>
YJL200C,ACO2,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YJL200C' target='_blank'>YJL200C</a>
YNR001C,CIT1,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YNR001C' target='_blank'>YNR001C</a>
YCR005C,CIT2,"TCA cycle, aerobic respiration",PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8099357' target='_blank'>8099357</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000056155' target='_blank'>S000056155</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12855708' target='_blank'>12855708</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079646' target='_blank'>S000079646</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9395469' target='_blank'>9395469</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000040176' target='_blank'>S000040176</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=TCA-EUK-PWY&redirect=T"" target=""_blank"">TCA cycle, aerobic respiration</a>",<a href='https://www.yeastgenome.org/locus/YCR005C' target='_blank'>YCR005C</a>
