go_p,count,Systematic Name
recombinational repair,16,"['YDR078C', 'YDR113C', 'YDR334W', 'YDR440W', 'YHL006C', 'YIL132C', 'YIR002C', 'YJL090C', 'YJL092W', 'YJR144W', 'YLR320W', 'YLR376C', 'YOL034W', 'YOL095C', 'YPL194W', 'YPR164W']"
recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,3,"['YGL244W', 'YJL140W', 'YLR418C']"
regulation of (1->6)-beta-D-glucan biosynthetic process,2,"['YAL017W', 'YOL045W']"
regulation of ARF protein signal transduction,6,"['YBL060W', 'YDR170C', 'YEL022W', 'YJR031C', 'YNL204C', 'YPR095C']"
regulation of ATP-dependent RNA helicase activity,3,"['YGL049C', 'YGR162W', 'YPR163C']"
regulation of ATPase activity,1,['YDR381W']
regulation of COPII vesicle coating,5,"['YCR067C', 'YGR058W', 'YNR026C', 'YPL218W', 'YPR181C']"
regulation of CVT pathway,5,"['YER040W', 'YLR240W', 'YNL097C', 'YOR140W', 'YPL204W']"
regulation of DNA biosynthetic process,1,['YDL059C']
regulation of DNA damage checkpoint,3,"['YDL156W', 'YHR154W', 'YLR135W']"
regulation of DNA double-strand break processing,2,"['YHR154W', 'YLR135W']"
regulation of DNA methylation,1,['YFR038W']
regulation of DNA recombination,1,['YLR234W']
regulation of DNA repair,3,"['YDL020C', 'YDR191W', 'YNL218W']"
regulation of DNA replication,4,"['YBR088C', 'YDR069C', 'YFR027W', 'YOR080W']"
regulation of DNA stability,2,"['YBR275C', 'YDL042C']"
regulation of DNA-dependent DNA replication,1,['YER129W']
regulation of DNA-dependent DNA replication initiation,15,"['YAL013W', 'YDL074C', 'YHR085W', 'YHR197W', 'YJL168C', 'YJL194W', 'YJR046W', 'YLR274W', 'YMR075W', 'YNL182C', 'YNL330C', 'YOL004W', 'YOR060C', 'YPL181W', 'YPR023C']"
"regulation of DNA-templated transcription, elongation",1,['YML010W']
regulation of ER to Golgi vesicle-mediated transport,4,"['YER151C', 'YGL145W', 'YNR051C', 'YPL204W']"
regulation of G-quadruplex DNA binding,1,['YNL218W']
regulation of G0 to G1 transition,1,['YJR106W']
regulation of G1 to G0 transition,3,"['YDR293C', 'YGL178W', 'YPL089C']"
regulation of G1/S transition of mitotic cell cycle,2,"['YMR199W', 'YPL256C']"
regulation of G2/M transition of mitotic cell cycle,2,"['YBR160W', 'YKL161C']"
regulation of GTPase activity,13,"['YBR140C', 'YBR260C', 'YDR379W', 'YDR407C', 'YER155C', 'YKL092C', 'YMR218C', 'YNL293W', 'YOL081W', 'YOR115C', 'YOR127W', 'YPL115C', 'YPL242C']"
regulation of Golgi organization,1,['YDL192W']
regulation of MAPK cascade,3,"['YHL007C', 'YNL298W', 'YOL113W']"
regulation of MAPK export from nucleus,2,"['YHR005C', 'YNL053W']"
regulation of RNA metabolic process,2,"['YBL032W', 'YBR233W']"
regulation of RNA polymerase II transcriptional preinitiation complex assembly,2,"['YDR397C', 'YPL082C']"
regulation of RNA stability,1,['YPR023C']
regulation of Ras protein signal transduction,4,"['YDR322W', 'YJR053W', 'YLR178C', 'YLR179C']"
regulation of Rho protein signal transduction,1,['YKR090W']
regulation of SNARE complex assembly,6,"['YDL077C', 'YDR080W', 'YLR148W', 'YLR396C', 'YMR231W', 'YPL045W']"
regulation of TOR signaling,1,['YGL150C']
regulation of TORC1 signaling,6,"['YDL047W', 'YDL134C', 'YDL188C', 'YDR075W', 'YMR028W', 'YPL160W']"
regulation of actin cytoskeleton organization,12,"['YDL047W', 'YDR389W', 'YER125W', 'YGL160W', 'YIL118W', 'YKR055W', 'YNL006W', 'YNL090W', 'YOL076W', 'YPL242C', 'YPR131C', 'YPR165W']"
regulation of actin filament polymerization,7,"['YBR234C', 'YCR088W', 'YIL062C', 'YKL013C', 'YLR370C', 'YNL138W', 'YNR035C']"
regulation of actin nucleation,1,['YLR319C']
regulation of adenylate cyclase activity,2,"['YBR140C', 'YNL138W']"
regulation of apoptotic process,1,['YMR145C']
regulation of arginine biosynthetic process,1,['YMR042W']
regulation of arginine catabolic process,1,['YMR042W']
regulation of arginine metabolic process,2,"['YDR173C', 'YML099C']"
regulation of attachment of spindle microtubules to kinetochore,1,['YDL028C']
regulation of autophagosome assembly,4,"['YEL062W', 'YHL023C', 'YJR138W', 'YPL204W']"
regulation of autophagy,5,"['YDR435C', 'YGR163W', 'YHR186C', 'YJR138W', 'YML121W']"
regulation of budding cell apical bud growth,1,['YBR160W']
regulation of cardiolipin metabolic process,1,['YHR194W']
regulation of catalytic activity,156,"['YAL003W', 'YAL016W', 'YAL024C', 'YAL041W', 'YAL055W', 'YAR014C', 'YBL046W', 'YBL058W', 'YBL060W', 'YBL061C', 'YBL106C', 'YBR036C', 'YBR058C-A', 'YBR109C', 'YBR111W-A', 'YBR135W', 'YBR214W', 'YBR217W', 'YBR278W', 'YCL009C', 'YCL032W', 'YCR024C-A', 'YCR038C', 'YDL077C', 'YDL100C', 'YDL117W', 'YDL135C', 'YDL207W', 'YDL226C', 'YDR002W', 'YDR028C', 'YDR121W', 'YDR137W', 'YDR152W', 'YDR170C', 'YDR211W', 'YDR217C', 'YDR246W', 'YDR283C', 'YDR367W', 'YDR472W', 'YDR477W', 'YDR524C', 'YEL017C-A', 'YEL019C', 'YEL022W', 'YER019C-A', 'YER021W', 'YER054C', 'YER087C-B', 'YER093C', 'YER096W', 'YER122C', 'YER136W', 'YFL027C', 'YFL047W', 'YGL033W', 'YGL056C', 'YGL066W', 'YGL097W', 'YGL115W', 'YGL164C', 'YGL181W', 'YGL190C', 'YGL191W', 'YGL246C', 'YGR083C', 'YGR093W', 'YGR166W', 'YGR280C', 'YHR027C', 'YHR035W', 'YHR114W', 'YHR136C', 'YIL044C', 'YIL045W', 'YIL063C', 'YIL075C', 'YIL102C-A', 'YIL106W', 'YIL119C', 'YIL153W', 'YJL006C', 'YJL076W', 'YJL115W', 'YJL144W', 'YJL157C', 'YJR031C', 'YJR053W', 'YJR074W', 'YKL081W', 'YKL126W', 'YKL159C', 'YKL190W', 'YKL193C', 'YKL201C', 'YKR010C', 'YKR026C', 'YKR068C', 'YKR090W', 'YLR022C', 'YLR039C', 'YLR226W', 'YLR273C', 'YLR291C', 'YLR310C', 'YLR319C', 'YLR335W', 'YLR347C', 'YLR422W', 'YLR425W', 'YLR452C', 'YML002W', 'YML003W', 'YML028W', 'YML077W', 'YML097C', 'YML100W', 'YMR116C', 'YMR192W', 'YMR232W', 'YMR261C', 'YMR264W', 'YMR273C', 'YNL025C', 'YNL152W', 'YNL201C', 'YNL204C', 'YNL218W', 'YNL246W', 'YNL272C', 'YNL297C', 'YNR026C', 'YOL010W', 'YOR014W', 'YOR054C', 'YOR094W', 'YOR107W', 'YOR178C', 'YOR260W', 'YOR349W', 'YPL024W', 'YPL047W', 'YPL048W', 'YPL070W', 'YPL096C-A', 'YPL149W', 'YPL152W', 'YPL241C', 'YPR017C', 'YPR032W', 'YPR041W', 'YPR088C', 'YPR095C', 'YPR108W', 'YPR175W']"
regulation of cell aging,2,"['YDR110W', 'YML036W']"
regulation of cell budding,1,['YER133W']
regulation of cell cycle,27,"['YAL040C', 'YBR133C', 'YCR093W', 'YDL108W', 'YDL127W', 'YDL165W', 'YDL179W', 'YDR168W', 'YDR217C', 'YDR363W-A', 'YDR440W', 'YER133W', 'YER167W', 'YFL029C', 'YIL035C', 'YJR066W', 'YKL101W', 'YKL139W', 'YLR287C', 'YLR310C', 'YNL289W', 'YOL128C', 'YOL139C', 'YOR061W', 'YOR244W', 'YPL042C', 'YPR161C']"
regulation of cell cycle phase transition,3,"['YDR052C', 'YLR293C', 'YPL031C']"
regulation of cell growth,10,"['YER093C', 'YHR186C', 'YIL105C', 'YJL058C', 'YJR066W', 'YMR068W', 'YNL006W', 'YNL047C', 'YOL078W', 'YPL180W']"
regulation of cell shape,22,"['YAL056W', 'YAR014C', 'YCL024W', 'YCR089W', 'YDL223C', 'YDR309C', 'YER133W', 'YGR032W', 'YGR238C', 'YHR061C', 'YHR158C', 'YIL118W', 'YKR055W', 'YLL021W', 'YLR313C', 'YLR342W', 'YMR104C', 'YMR306W', 'YNL090W', 'YOR371C', 'YPR054W', 'YPR165W']"
regulation of cell size,27,"['YBR093C', 'YCR061W', 'YDL224C', 'YDR156W', 'YDR457W', 'YER020W', 'YGL016W', 'YGL253W', 'YGR111W', 'YHL011C', 'YHR030C', 'YHR034C', 'YHR066W', 'YHR205W', 'YHR206W', 'YJL187C', 'YJR059W', 'YKR020W', 'YLR342W', 'YLR403W', 'YMR216C', 'YNL197C', 'YNL227C', 'YNL248C', 'YOR083W', 'YPL055C', 'YPR165W']"
regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,2,"['YDL240W', 'YPR165W']"
regulation of cellular protein localization,4,"['YBR160W', 'YGR109C', 'YLL021W', 'YNL271C']"
regulation of cellular respiration,7,"['YBL021C', 'YGL237C', 'YIL066C', 'YKL109W', 'YLR154W-C', 'YLR256W', 'YOR358W']"
regulation of cellular response to phosphate starvation,1,['YPR049C']
regulation of cellular response to stress,3,"['YER130C', 'YJL201W', 'YMR116C']"
regulation of chloride transport,1,['YHL008C']
regulation of chromatin organization,4,"['YBR245C', 'YER164W', 'YHR119W', 'YJR119C']"
regulation of chromatin silencing at silent mating-type cassette,1,['YLR399C']
regulation of chromatin silencing at telomere,11,"['YBR279W', 'YDL017W', 'YGL244W', 'YIL063C', 'YJL194W', 'YLR103C', 'YLR293C', 'YLR399C', 'YNL021W', 'YNL261W', 'YOL145C']"
regulation of chromosome condensation,1,['YJR119C']
regulation of chromosome segregation,2,"['YEL044W', 'YGL150C']"
regulation of clathrin-dependent endocytosis,1,['YNL020C']
regulation of cyclin-dependent protein serine/threonine kinase activity,26,"['YAL040C', 'YBL056W', 'YDL127W', 'YDL155W', 'YDL179W', 'YDR460W', 'YER059W', 'YER089C', 'YGL134W', 'YGL215W', 'YGR108W', 'YGR109C', 'YHR071W', 'YIL050W', 'YJL187C', 'YLR079W', 'YLR210W', 'YMR036C', 'YMR199W', 'YNL289W', 'YOL001W', 'YPL219W', 'YPL256C', 'YPR025C', 'YPR119W', 'YPR120C']"
regulation of cysteine metabolic process,1,['YHR205W']
regulation of cytokinesis,9,"['YAR014C', 'YBR156C', 'YER032W', 'YGR092W', 'YGR238C', 'YHR158C', 'YLR337C', 'YMR001C', 'YPL209C']"
regulation of cytoplasmic mRNA processing body assembly,3,"['YDL160C', 'YIL033C', 'YNL098C']"
regulation of cytoplasmic translation,1,['YIL137C']
regulation of dephosphorylation,1,['YMR028W']
regulation of dipeptide transport,2,"['YGL058W', 'YGR184C']"
regulation of dolichol biosynthetic process,1,['YER125W']
regulation of double-strand break repair,1,['YPL127C']
regulation of double-strand break repair via nonhomologous end joining,1,['YLL002W']
regulation of endocytosis,2,"['YDR264C', 'YNL204C']"
regulation of endoplasmic reticulum unfolded protein response,6,"['YAL023C', 'YDL095W', 'YFL038C', 'YHR206W', 'YJR143C', 'YML007W']"
regulation of ergosterol biosynthetic process,3,"['YER125W', 'YPL062W', 'YPL170W']"
regulation of establishment of cell polarity,2,"['YGR152C', 'YJL145W']"
regulation of establishment of protein localization to chromosome,3,"['YGL073W', 'YNL236W', 'YOL051W']"
regulation of establishment or maintenance of cell polarity,4,"['YDL127W', 'YDL179W', 'YNL289W', 'YPL031C']"
regulation of exit from mitosis,13,"['YAL041W', 'YAR019C', 'YDL089W', 'YDR309C', 'YDR328C', 'YFR028C', 'YHL007C', 'YHR061C', 'YIL106W', 'YLR229C', 'YML064C', 'YNL298W', 'YOR119C']"
regulation of exocyst localization,2,"['YLR229C', 'YPR165W']"
regulation of exocytosis,6,"['YBL106C', 'YDR126W', 'YFL005W', 'YJL145W', 'YMR192W', 'YPR032W']"
regulation of exoribonuclease activity,1,['YHR081W']
regulation of filamentous growth,2,"['YBR160W', 'YHR082C']"
regulation of flocculation,3,"['YCR084C', 'YHR030C', 'YPL089C']"
regulation of formin-nucleated actin cable assembly,6,"['YAR014C', 'YGR238C', 'YHR115C', 'YHR158C', 'YKR055W', 'YNL116W']"
regulation of fungal-type cell wall biogenesis,1,['YGR229C']
regulation of fungal-type cell wall organization,20,"['YBL105C', 'YDL047W', 'YDL240W', 'YDR293C', 'YDR389W', 'YGR197C', 'YHR030C', 'YJL095W', 'YKL126W', 'YLR371W', 'YMR104C', 'YMR239C', 'YNL053W', 'YNL161W', 'YOR113W', 'YOR134W', 'YOR231W', 'YPL140C', 'YPR149W', 'YPR165W']"
regulation of gene expression,14,"['YBL032W', 'YBR112C', 'YBR160W', 'YBR233W', 'YDR180W', 'YHL007C', 'YHR081W', 'YJL115W', 'YKL161C', 'YLL002W', 'YLR183C', 'YMR239C', 'YNL298W', 'YPR186C']"
regulation of gluconeogenesis,2,"['YDR511W', 'YML028W']"
regulation of glucose metabolic process,2,"['YGL059W', 'YIL042C']"
regulation of glucose transport,1,['YPL026C']
regulation of glycogen biosynthetic process,7,"['YER054C', 'YER059W', 'YER129W', 'YIL045W', 'YIL050W', 'YLR273C', 'YOR178C']"
regulation of glycogen catabolic process,2,"['YER059W', 'YIL050W']"
regulation of glycogen metabolic process,3,"['YDR099W', 'YER133W', 'YER177W']"
regulation of glycolytic process,2,"['YLR345W', 'YOL136C']"
regulation of growth,2,"['YKL204W', 'YML115C']"
regulation of histidine biosynthetic process,1,['YDL106C']
regulation of histone H2B conserved C-terminal lysine ubiquitination,5,"['YBR279W', 'YGL244W', 'YLR418C', 'YOL145C', 'YOR123C']"
regulation of histone H2B ubiquitination,2,"['YBR279W', 'YGL244W']"
regulation of histone H3-K36 methylation,1,['YGR116W']
regulation of histone H3-K4 methylation,3,"['YBR279W', 'YGL244W', 'YOL145C']"
regulation of histone H3-K79 methylation,1,['YGL244W']
regulation of histone acetylation,2,"['YDR448W', 'YGL150C']"
regulation of histone exchange,1,['YJL168C']
regulation of histone methylation,1,['YPR133C']
regulation of homoserine biosynthetic process,1,['YNL135C']
regulation of hydrogen peroxide-induced cell death,1,['YBL064C']
regulation of inclusion body assembly,2,"['YLL040C', 'YLR026C']"
regulation of initiation of mating projection growth,4,"['YER125W', 'YER149C', 'YLL021W', 'YLR229C']"
regulation of inositol phosphate biosynthetic process,1,['YDR017C']
regulation of intracellular lipid transport,1,['YER120W']
regulation of intracellular pH,6,"['YDR456W', 'YGL008C', 'YGR240C', 'YJL059W', 'YMR205C', 'YPL036W']"
regulation of intracellular transport,2,"['YJL084C', 'YKR021W']"
regulation of invasive growth in response to glucose limitation,2,"['YCR084C', 'YIL084C']"
regulation of ion transmembrane transport,2,"['YGR217W', 'YJL093C']"
regulation of iron-sulfur cluster assembly,1,['YCR008W']
"regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway",1,['YOR311C']
regulation of kinase activity,2,"['YFL038C', 'YOR257W']"
regulation of lipid metabolic process,1,['YPL031C']
regulation of lipid storage,1,['YNL115C']
regulation of mRNA 3'-end processing,2,"['YGL043W', 'YGR116W']"
regulation of mRNA catabolic process,2,"['YNL197C', 'YPR111W']"
regulation of mRNA export from nucleus,2,"['YER125W', 'YLR368W']"
regulation of mRNA export from nucleus in response to heat stress,1,['YER107C']
regulation of mRNA processing,2,"['YGR116W', 'YMR216C']"
"regulation of mRNA splicing, via spliceosome",1,['YLR116W']
regulation of mRNA stability,5,"['YDR374C', 'YGL107C', 'YGL122C', 'YNL016W', 'YOR359W']"
regulation of mRNA stability involved in response to oxidative stress,4,"['YBL051C', 'YCL011C', 'YNL004W', 'YPR112C']"
regulation of macroautophagy,3,"['YBL078C', 'YJL164C', 'YLR113W']"
regulation of macromitophagy,4,"['YCR079W', 'YGL059W', 'YGR178C', 'YIL042C']"
regulation of mating type switching,1,['YMR043W']
"regulation of mating-type specific transcription, DNA-templated",3,"['YCL066W', 'YCR040W', 'YCR097W']"
regulation of meiosis I,1,['YGR108W']
regulation of meiotic DNA double-strand break formation,3,"['YBR175W', 'YHR119W', 'YPL138C']"
regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination,1,['YLR135W']
regulation of meiotic nuclear division,7,"['YGL116W', 'YGL158W', 'YJL106W', 'YJL187C', 'YJR094C', 'YLR248W', 'YPL139C']"
regulation of membrane invagination,1,['YBL078C']
regulation of membrane potential,2,"['YDR276C', 'YKR050W']"
regulation of membrane tubulation,1,['YBR109C']
regulation of metabolic process,2,"['YBL024W', 'YGL150C']"
regulation of microtubule polymerization or depolymerization,1,['YER016W']
regulation of mitochondrial DNA metabolic process,2,"['YBL022C', 'YNL295W']"
regulation of mitochondrial membrane permeability,1,['YPL063W']
regulation of mitochondrial membrane potential,1,['YJL102W']
regulation of mitochondrion organization,2,"['YAL048C', 'YGR101W']"
regulation of mitotic actomyosin contractile ring contraction,2,"['YMR032W', 'YPL242C']"
regulation of mitotic cell cycle,7,"['YBR135W', 'YDR099W', 'YDR253C', 'YER133W', 'YER177W', 'YGR229C', 'YKR072C']"
regulation of mitotic cell cycle spindle assembly checkpoint,3,"['YER019W', 'YGL190C', 'YPL209C']"
regulation of mitotic metaphase/anaphase transition,8,"['YBR214W', 'YDR118W', 'YDR260C', 'YFR036W', 'YGL056C', 'YHR166C', 'YIR025W', 'YOR339C']"
regulation of mitotic nuclear division,4,"['YJL047C', 'YMR153W', 'YMR308C', 'YOR198C']"
regulation of mitotic recombination,4,"['YER171W', 'YIL143C', 'YNL088W', 'YOL006C']"
regulation of mitotic sister chromatid segregation,1,['YEL061C']
regulation of mitotic spindle assembly,4,"['YDL155W', 'YLR210W', 'YPL209C', 'YPR120C']"
regulation of mitotic spindle elongation,3,"['YGL216W', 'YGR098C', 'YPR119W']"
regulation of mitotic spindle organization,2,"['YMR198W', 'YPR141C']"
regulation of multivesicular body size,1,['YER125W']
regulation of nitrogen utilization,5,"['YER125W', 'YGL227W', 'YNL076W', 'YNL183C', 'YNL229C']"
regulation of nuclear cell cycle DNA replication,4,"['YCL061C', 'YDR303C', 'YLR113W', 'YLR321C']"
"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",1,['YJL087C']
regulation of nuclear-transcribed mRNA poly(A) tail shortening,4,"['YBL105C', 'YDR490C', 'YER165W', 'YOL100W']"
regulation of nucleocytoplasmic transport,6,"['YGL066W', 'YGL092W', 'YJL039C', 'YLR293C', 'YLR347C', 'YPL031C']"
regulation of nucleosome density,6,"['YBR135W', 'YBR160W', 'YBR245C', 'YER164W', 'YGR116W', 'YPR133C']"
regulation of nucleotide-excision repair,1,['YKL032C']
regulation of nucleus organization,1,['YMR001C']
regulation of ornithine metabolic process,1,['YPL111W']
regulation of osmosensory signaling MAPK cascade,1,['YLR006C']
regulation of pH,2,"['YDR456W', 'YGR142W']"
regulation of peptidase activity,2,"['YDR322W', 'YLR179C']"
regulation of peroxisome organization,3,"['YGR004W', 'YGR168C', 'YLR324W']"
regulation of peroxisome size,1,['YOL147C']
regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,1,['YER124C']
regulation of phosphate metabolic process,2,"['YDR374C', 'YER125W']"
regulation of phosphate transmembrane transport,4,"['YCR037C', 'YJL198W', 'YNR013C', 'YPL202C']"
regulation of phosphate transport,1,['YJL117W']
regulation of phosphatidylinositol dephosphorylation,7,"['YBL091C-A', 'YBR086C', 'YDR372C', 'YER120W', 'YML072C', 'YNL087W', 'YOR086C']"
regulation of phospholipid biosynthetic process,4,"['YAL009W', 'YDR096W', 'YHR004C', 'YML059C']"
regulation of phospholipid translocation,3,"['YGR197C', 'YPR149W', 'YPR194C']"
regulation of phosphoprotein phosphatase activity,10,"['YAL031C', 'YBR045C', 'YBR050C', 'YFR040W', 'YGL229C', 'YJL098W', 'YKR028W', 'YMR311C', 'YPL137C', 'YPR040W']"
regulation of phosphorylation of RNA polymerase II C-terminal domain,1,['YJR017C']
regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues,2,"['YBR279W', 'YGL244W']"
regulation of plasma membrane sterol distribution,1,['YLR242C']
regulation of primary metabolic process,5,"['YDR422C', 'YER027C', 'YGL208W', 'YHR146W', 'YNL173C']"
regulation of proline metabolic process,2,"['YFL046W', 'YLR283W']"
regulation of proteasomal protein catabolic process,2,"['YFL007W', 'YPL052W']"
regulation of proteasome assembly,1,['YHR030C']
regulation of protein catabolic process,5,"['YDL079C', 'YDR313C', 'YER021W', 'YHR027C', 'YIL075C']"
regulation of protein complex assembly,7,"['YDR202C', 'YDR328C', 'YDR422C', 'YER027C', 'YGL208W', 'YJR033C', 'YML001W']"
regulation of protein desumoylation,4,"['YAR002W', 'YLR347C', 'YMR153W', 'YMR308C']"
regulation of protein folding in endoplasmic reticulum,1,['YPR037C']
regulation of protein import into nucleus,1,['YHR030C']
regulation of protein kinase B signaling,1,['YNL128W']
regulation of protein kinase activity,3,"['YER027C', 'YER106W', 'YGL208W']"
regulation of protein localization,26,"['YAR014C', 'YBL047C', 'YBR111W-A', 'YDR247W', 'YDR357C', 'YEL005C', 'YER125W', 'YER149C', 'YGL079W', 'YHR205W', 'YKL061W', 'YLL021W', 'YLR319C', 'YLR408C', 'YML109W', 'YMR273C', 'YNL086W', 'YNL098C', 'YNL271C', 'YNL293W', 'YOL001W', 'YPL031C', 'YPL204W', 'YPL239W', 'YPR051W', 'YPR165W']"
regulation of protein localization to cell division site,4,"['YDR507C', 'YGR092W', 'YOL070C', 'YPL158C']"
regulation of protein localization to cell division site involved in cytokinesis,2,"['YDR195W', 'YER133W']"
regulation of protein localization to chromatin,2,"['YBR160W', 'YGL066W']"
regulation of protein localization to mitotic spindle pole body,2,"['YML064C', 'YMR001C']"
regulation of protein localization to nucleus,3,"['YER129W', 'YFR003C', 'YGL179C']"
regulation of protein phosphorylation,2,"['YIL033C', 'YJL115W']"
regulation of protein processing,1,['YNL294C']
regulation of protein secretion,3,"['YBL106C', 'YNL161W', 'YPR032W']"
regulation of protein serine/threonine phosphatase activity,3,"['YGL019W', 'YGR186W', 'YOR039W']"
regulation of protein stability,5,"['YDR313C', 'YHR071W', 'YIL050W', 'YMR304W', 'YPL031C']"
regulation of proteolysis,5,"['YDR139C', 'YDR322W', 'YLR178C', 'YLR179C', 'YNL015W']"
regulation of proton transport,2,"['YML030W', 'YNR018W']"
regulation of pseudohyphal growth,6,"['YER110C', 'YER129W', 'YHR082C', 'YHR084W', 'YHR111W', 'YNL076W']"
regulation of purine nucleobase metabolic process,1,['YDL106C']
regulation of pyruvate dehydrogenase activity,1,['YPL062W']
regulation of rRNA processing,3,"['YER125W', 'YGR063C', 'YML010W']"
regulation of receptor recycling,1,['YKR007W']
regulation of reciprocal meiotic recombination,5,"['YBR098W', 'YHR153C', 'YMR190C', 'YOL104C', 'YPL200W']"
regulation of response to DNA damage stimulus,5,"['YBR112C', 'YCR084C', 'YJL197W', 'YMR027W', 'YNL186W']"
regulation of response to drug,1,['YDR531W']
regulation of response to endoplasmic reticulum stress,1,['YMR307W']
regulation of response to osmotic stress,2,"['YER151C', 'YHR205W']"
"regulation of retrograde protein transport, ER to cytosol",1,['YDR411C']
"regulation of retrograde vesicle-mediated transport, Golgi to ER",1,['YNR051C']
regulation of ribonucleoside-diphosphate reductase activity,3,"['YLR437C', 'YML058W', 'YML058W-A']"
regulation of ribosomal large subunit export from nucleus,1,['YER125W']
regulation of ribosomal protein gene transcription from RNA polymerase II promoter,3,"['YDR174W', 'YDR223W', 'YLR223C']"
regulation of ribosomal subunit export from nucleus,2,"['YLR106C', 'YNR053C']"
regulation of ribosome biogenesis,1,['YKL032C']
regulation of secondary cell septum biogenesis,1,['YPR165W']
regulation of signal transduction,3,"['YDR373W', 'YMR028W', 'YMR311C']"
regulation of sister chromatid cohesion,1,['YGL207W']
regulation of snRNA pseudouridine synthesis,2,"['YJR066W', 'YKL203C']"
regulation of sphingolipid biosynthetic process,3,"['YHR205W', 'YJR066W', 'YNL183C']"
regulation of spindle assembly,1,['YBR160W']
regulation of sporulation,3,"['YER075C', 'YIL088C', 'YOR208W']"
regulation of sulfur amino acid metabolic process,4,"['YDR253C', 'YIR017C', 'YNL311C', 'YPL038W']"
regulation of synaptonemal complex assembly,1,['YIL073C']
regulation of tRNA export from nucleus,2,"['YER125W', 'YKL068W']"
regulation of tRNA processing,1,['YER125W']
regulation of telomerase activity,1,['YKL117W']
regulation of telomere maintenance,3,"['YDR291W', 'YGL173C', 'YOR001W']"
regulation of telomere maintenance via telomerase,4,"['YBR160W', 'YDL220C', 'YLR233C', 'YPL157W']"
regulation of termination of mating projection growth,4,"['YCL027W', 'YER149C', 'YLL021W', 'YMR232W']"
regulation of transcription by glucose,1,['YGL253W']
regulation of transcription elongation from RNA polymerase II promoter,2,"['YGR063C', 'YPR133C']"
regulation of transcription from RNA polymerase I promoter,5,"['YDR174W', 'YGL019W', 'YIL035C', 'YOR039W', 'YOR061W']"
